Column1,Column2,Column3,Column4,Column5,Column 6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41
,,,,Bev Zone Name,Average Bear CN,Bay Street CN,Chicago Micro Zone,Coffee House CN,East Coast High Elasticity,East Coast Low Elasticity,East Coast Mid Elasticity,Frontier CN,Frosty CN,Grassroots,Heartland,Hold Back Test,Hot Cold Test Zone,Laptops And Lattes,Malls,Neighborhood Cafe,New York City,New York City Premium,New York City Tourist,Premium Tourist,Residential Americana,Resort And Remote CN,San Francisco,San Francisco Premium,Seattle,Seattle Drive Thru,Seattle Premium,Suburban Drive Thru,Suburbia CN,Tourist,Uptown Cafe,Urban Living CN,West Coast High Elasticity,West Coast Low Elasticity,West Coast Mid Elasticity,Western Affluent
,,,,POS Zone Number,435,438,367,436,443,417,415,434,433,462,461,374,469,467,157,466,16,395,396,152,464,40,155,405,358,407,406,463,437,65,465,439,424,419,422,151
,,,,Menu Zone Number,62,65,18,63,52,50,51,61,60,72,71,31,41,77,26,76,1,42,43,8,74,14,25,44,29,46,45,73,64,6,75,66,47,49,48,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ItemNumber,ItemDescription,Size,Category,TierSize,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price
000109906,Light Vanilla Syrup,light,Non-Menu,Syrup NLE light,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000109910,Light Hazelnut Syrup,light,Non-Menu,Syrup NLE light,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000109912,Light Mocha Sauce,light,Non-Menu,Sauce NLE light,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60
000109913,Extra Vanilla Syrup,extra,Non-Menu,Syrup NLE extra,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000109915,Extra Hazelnut Syrup,extra,Non-Menu,Syrup NLE extra,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000109916,Extra Mocha Sauce,extra,Non-Menu,Sauce NLE extra,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60
000109917,Add Vanilla Syrup,add,Non-Menu,Syrup add,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000109918,Add Hazelnut Syrup,add,Non-Menu,Syrup add,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000109920,Add Mocha Sauce,add,Non-Menu,Sauce add,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60
000110014,Cup Of Water Tall,Tall,Non-Menu,Water Cup Tall,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110016,Sugar in the Raw®,add,Non-Menu,Siren Non Price Modifier Add Sub Shots add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110018,Add Espresso (Fine),add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110019,Add Cone Filter (Semi-Fine),add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110021,Add Turkish Grind (Extra Fine),add,Non-Menu,Turkish Grind Extra Fine add,0.00,0.00,,0.00,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,
000110024,Add Flat Bottom (Drip),add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110025,Add French Press (Coarse),add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110026,1/3 Decaf,add,Non-Menu,One Third Decaf add,0.00,0.00,,0.00,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,
000110027,2/3 Decaf,add,Non-Menu,Two Thirds Decaf add,0.00,0.00,,0.00,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,
000110086,Add Whole Milk,add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110089,Extra Whipped Cream,extra,Non-Menu,Non Price Modifier Toppings extra,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110090,Extra Foam,extra,Non-Menu,Siren Non Price Modifier Toppings extra,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110237,Room,regular,Non-Menu,Siren Non Price Modifier Toppings regular,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110240,No Room,no,Non-Menu,Siren Non Price Modifier Toppings no,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110241,Extra Room,extra,Non-Menu,Siren Non Price Modifier Toppings extra,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110243,Add Short Cup,add,Non-Menu,Siren Non Price Modifier Delivery Options add,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110244,Add Tall Cup,add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110245,Grande Cup,add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110246,Extra Ice,extra,Non-Menu,Siren Non Price Modifier Toppings extra,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000110563,Tall Iced Caffè Americano,Tall,Menu,Espresso Americano Iced Tall,3.25,3.25,2.65,3.25,2.95,2.95,2.75,3.25,3.25,2.95,2.95,2.45,2.95,2.95,2.75,2.95,3.25,3.25,3.45,3.75,2.85,3.45,2.95,3.25,3.25,3.25,3.25,2.95,3.25,3.25,2.95,3.25,2.95,2.95,2.75,2.85
000110564,Grande Iced Caffè Americano,Grande,Menu,Espresso Americano Iced Grande,3.65,3.65,3.25,3.45,3.25,3.45,3.25,3.65,3.65,3.35,3.25,2.95,3.25,3.45,2.95,3.45,3.75,3.45,3.95,3.95,3.25,3.65,3.45,3.75,3.75,3.75,3.75,3.25,3.65,3.65,3.25,3.65,3.25,3.45,3.25,3.45
000110566,Tall Iced Caffè Mocha,Tall,Non-Menu,Espresso Mocha Iced Tall,4.45,4.75,3.95,4.45,4.25,4.25,4.55,4.45,4.45,4.25,4.25,3.75,4.55,4.45,4.25,4.45,4.95,4.95,5.25,4.95,4.25,4.95,4.75,4.75,4.75,4.75,4.75,4.25,4.45,4.95,4.25,4.45,4.75,4.45,4.45,4.45
000110567,Grande Iced Caffè Mocha,Grande,Non-Menu,Espresso Mocha Iced Grande,5.25,5.25,4.65,5.25,4.95,4.95,4.95,5.25,5.25,4.95,4.95,4.45,5.25,4.95,4.95,4.95,5.45,5.45,5.75,5.45,4.95,5.45,5.25,5.25,5.25,5.25,5.25,4.95,5.25,5.45,4.95,4.95,5.25,4.95,4.95,4.95
000110569,Tall Iced Caffè Latte,Tall,Menu,Espresso Base Iced Tall,4.25,4.25,3.45,4.25,3.75,4.25,3.95,4.25,4.25,3.75,3.75,3.25,4.05,3.75,3.75,3.95,4.45,4.45,4.75,4.45,3.75,4.45,4.25,3.95,4.25,3.95,4.25,3.75,4.25,4.45,3.95,3.95,4.55,4.25,4.25,3.95
000110570,Grande Iced Caffè Latte,Grande,Menu,Espresso Base Iced Grande,4.75,4.75,4.15,4.75,4.45,4.75,4.45,4.75,4.75,4.45,4.45,3.95,4.85,4.45,4.45,4.45,4.95,4.95,5.25,4.95,4.45,4.85,4.75,4.95,4.95,4.95,4.95,4.45,4.75,4.95,4.45,4.45,5.05,4.75,4.75,4.45
000110612,1% Milk,add,Non-Menu,Siren Non Price Modifier Add add,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000111774,French Press Brewed Custom Coffee 8 Cup,8Cup,Non-Menu,Brewed French Press 8Cup,5.45,6.95,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.65,5.65,5.65,5.45,5.45,5.45,5.65,5.45,5.45,5.65,5.45,5.45,5.65,5.45,5.45,5.45,5.45,5.45,5.45
000111775,French Press Brewed Custom Coffee 12 Cup,12Cup,Non-Menu,Brewed French Press 12Cup,6.95,7.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,7.95,7.95,7.95,6.95,6.95,6.95,6.95,7.95,7.95,7.95,6.95,6.95,7.95,6.95,6.95,6.95,6.95,6.95,6.95
000111806,Creamer (Half & Half),regular,Non-Menu,Siren Non Price Modifier Toppings regular,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000112073,Regular Cinnamon Powder,regular,Non-Menu,Non Price Modifier Toppings regular,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000112074,Vanilla Powder,regular,Non-Menu,Non Price Modifier Toppings regular,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000112075,Chocolate Powder,regular,Non-Menu,Non Price Modifier Toppings regular,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000112076,Nutmeg Powder,regular,Non-Menu,Non Price Modifier Toppings regular,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
000113135,Add Soymilk,add,Menu,Alt Milk add,0.80,0.80,0.70,0.80,0.70,0.80,0.80,0.80,0.80,0.70,0.70,0.60,0.70,0.70,0.70,0.70,0.80,0.80,0.90,0.80,0.70,0.80,0.70,0.70,0.80,0.80,0.80,0.70,0.80,0.80,0.70,0.80,0.70,0.80,0.80,0.70
000114098,Add Irish Cream Syrup,add,Non-Menu,Syrup add,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
000115157,Short Steamed Apple Juice,Short,Non-Menu,Juice Hot Short,2.85,2.65,2.35,2.65,2.35,2.35,2.65,2.85,2.65,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.65,2.65,3.15,2.65,2.35,2.85,2.35,2.85,2.35,2.65,2.65,2.35,2.65,2.65,2.35,2.65,2.35,2.35,2.65,2.35
000115158,Tall Steamed Apple Juice,Tall,Non-Menu,Juice Hot Tall,2.95,2.75,2.45,2.75,2.45,2.45,2.75,2.95,2.75,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.75,2.75,3.25,2.75,2.45,2.95,2.45,2.95,2.45,2.75,2.75,2.45,2.75,2.75,2.45,2.75,2.45,2.45,2.75,2.45
000115159,Grande Steamed Apple Juice,Grande,Non-Menu,Juice Hot Grande,3.25,2.95,2.65,2.95,2.65,2.65,2.95,3.25,2.95,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.95,3.25,3.45,3.25,2.65,3.25,2.75,3.25,2.95,2.95,2.95,2.65,2.95,3.25,2.65,2.95,2.75,2.75,2.95,2.65
000115320,Add Honey,add,Non-Menu,Siren Non Price Modifier Add Sub Syrup add,0.00,0.00,,0.00,,,,0.00,0.00,,,,,,0.00,,,,,,0.00,,,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,,,,
000121617,Hot Coffee Refill Short,Short,Non-Menu,Brewed Refill Short,2.25,2.25,0.50,2.25,0.50,0.50,0.50,2.25,2.25,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,2.55,0.50,0.50,0.50,0.50,0.50,0.50,2.25,0.50,0.50,2.15,0.50,0.50,0.50,0.50
000121618,Hot Coffee Refill Grande,Grande,Non-Menu,Brewed Refill Grande,2.75,2.65,0.50,2.65,0.50,0.50,0.50,2.75,2.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,2.95,0.50,0.50,0.50,0.50,0.50,0.50,2.65,0.50,0.50,2.65,0.50,0.50,0.50,0.50
000121965,Featured Medium Roast - Pike Place® Roast Venti,Venti,Menu,Brewed Base Drip Coffee Venti,2.95,2.95,2.75,2.95,2.95,2.95,3.25,2.95,2.95,2.95,2.95,2.45,2.95,2.95,2.95,2.95,3.25,3.25,3.25,3.25,2.95,3.25,3.25,3.25,3.25,3.25,3.25,2.95,2.95,3.25,2.95,2.95,2.95,3.25,3.25,2.95
000121966,Venti Caffè Latte,Venti,Menu,Espresso Base Hot Venti,5.25,5.25,4.45,5.25,4.75,4.95,4.95,5.25,5.15,4.95,4.95,4.55,4.95,4.95,4.95,4.95,5.25,5.45,5.45,5.25,4.95,5.25,4.95,5.25,5.25,5.25,5.25,4.95,5.25,5.25,4.95,4.95,4.95,4.95,4.95,4.95
000121967,Venti Caffè Mocha,Venti,Menu,Espresso Mocha Hot Venti,5.45,5.75,4.95,5.75,5.25,5.25,5.25,5.45,5.45,5.25,5.25,4.95,5.25,5.25,5.25,5.25,5.95,5.95,6.25,5.95,5.25,5.65,5.45,5.45,5.45,5.75,5.75,5.25,5.45,5.95,5.25,5.45,5.25,5.45,5.45,5.25
000121968,Venti Caffè Misto,Venti,Menu,Brewed Misto Venti,3.75,3.75,3.45,3.75,3.65,3.75,4.05,3.75,3.75,3.65,3.65,3.05,3.65,3.65,3.65,3.65,4.05,4.05,4.15,4.05,3.65,4.05,3.95,3.95,4.05,4.05,4.05,3.65,3.75,4.05,3.65,3.75,3.65,4.05,4.05,3.65
000121969,Venti Caffè Americano,Venti,Menu,Espresso Americano Hot Venti,3.95,3.95,3.45,3.95,3.45,3.75,3.45,3.95,3.95,3.55,3.45,3.25,3.45,3.65,3.45,3.65,3.95,3.75,4.25,4.25,3.45,3.95,3.65,3.95,3.95,4.25,3.95,3.45,3.95,3.95,3.45,3.95,3.75,3.75,3.45,3.65
000121971,Venti Cappuccino,Venti,Menu,Espresso Base Hot Venti,5.25,5.25,4.45,5.25,4.75,4.95,4.95,5.25,5.15,4.95,4.95,4.55,4.95,4.95,4.95,4.95,5.25,5.45,5.45,5.25,4.95,5.25,4.95,5.25,5.25,5.25,5.25,4.95,5.25,5.25,4.95,4.95,4.95,4.95,4.95,4.95
000121973,Venti Milk,Venti,Non-Menu,Milk Iced Venti,3.45,3.25,2.95,3.25,2.95,2.95,3.25,3.45,3.25,2.95,2.95,2.95,2.95,2.95,2.95,2.95,3.45,3.45,3.75,3.45,2.95,3.45,3.25,3.45,3.25,3.25,3.25,2.95,3.25,3.45,2.95,3.25,2.95,2.95,3.25,2.95
000121982,Triple Espresso,Triple,Non-Menu,Espresso Straight Hot Triple,2.95,2.95,2.65,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.95,2.65,2.95,2.95,2.95,2.95,3.25,2.95,3.45,3.45,2.95,3.35,2.95,3.25,3.25,3.25,3.25,2.95,2.95,3.15,2.95,2.95,2.95,2.95,2.75,2.85
000121983,Quad Espresso,Quad,Non-Menu,Espresso Straight Hot Quad,3.45,3.45,2.95,3.45,3.25,3.25,3.25,3.45,3.45,3.25,3.25,2.95,3.25,3.25,3.25,3.25,3.45,3.25,3.75,3.75,3.25,3.65,3.25,3.45,3.45,3.45,3.45,3.25,3.45,3.45,3.25,3.45,3.25,3.25,3.25,3.15
000121984,Triple Espresso Macchiato,Triple,Non-Menu,Espresso With Dairy Hot Triple,3.05,3.05,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,2.75,3.05,3.05,3.05,3.05,3.35,3.05,3.55,3.55,3.05,3.45,3.05,3.35,3.35,3.35,3.35,3.05,3.05,3.25,3.05,3.05,3.05,3.05,2.85,2.95
000121985,Quad Espresso Macchiato,Quad,Non-Menu,Espresso With Dairy Hot Quad,3.55,3.55,3.05,3.55,3.35,3.35,3.35,3.55,3.55,3.35,3.35,3.05,3.35,3.35,3.35,3.35,3.55,3.35,3.85,3.85,3.35,3.75,3.35,3.55,3.55,3.55,3.55,3.35,3.55,3.55,3.35,3.55,3.35,3.35,3.35,3.25
000121986,Triple Espresso Con Panna,Triple,Non-Menu,Espresso With Dairy Hot Triple,3.05,3.05,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,2.75,3.05,3.05,3.05,3.05,3.35,3.05,3.55,3.55,3.05,3.45,3.05,3.35,3.35,3.35,3.35,3.05,3.05,3.25,3.05,3.05,3.05,3.05,2.85,2.95
000121987,Quad Espresso Con Panna,Quad,Non-Menu,Espresso With Dairy Hot Quad,3.55,3.55,3.05,3.55,3.35,3.35,3.35,3.55,3.55,3.35,3.35,3.05,3.35,3.35,3.35,3.35,3.55,3.35,3.85,3.85,3.35,3.75,3.35,3.55,3.55,3.55,3.55,3.35,3.55,3.55,3.35,3.55,3.35,3.35,3.35,3.25
000122295,Venti Steamed Apple Juice,Venti,Non-Menu,Juice Hot Venti,3.45,3.25,2.95,3.25,2.95,2.95,3.25,3.45,3.25,2.95,2.95,2.95,2.95,2.95,2.95,2.95,3.25,3.45,3.75,3.45,2.95,3.45,2.95,3.45,3.25,3.25,3.25,2.95,3.25,3.45,2.95,3.25,2.95,2.95,3.25,2.95
000126195,Add Caramel Sauce,add,Non-Menu,Sauce add,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60
000126196,Short Caramel Macchiato,Short,Menu,Espresso Premium Hot Short,4.55,4.55,4.15,4.55,4.35,4.65,4.65,4.55,4.55,4.35,4.35,4.15,4.45,4.65,4.65,4.65,4.85,5.15,5.65,5.35,4.35,4.85,4.65,4.65,4.65,4.65,4.65,4.35,4.55,5.15,4.65,4.55,4.65,4.65,4.65,4.65
000126197,Tall Caramel Macchiato,Tall,Menu,Espresso Premium Hot Tall,4.65,4.65,4.25,4.65,4.45,4.75,4.75,4.65,4.65,4.45,4.45,4.25,4.55,4.75,4.75,4.75,4.95,5.25,5.75,5.45,4.45,4.95,4.75,4.75,4.75,4.75,4.75,4.45,4.65,5.25,4.75,4.65,4.75,4.75,4.75,4.75
000126198,Grande Caramel Macchiato,Grande,Menu,Espresso Premium Hot Grande,5.25,5.15,4.75,5.15,4.95,5.25,5.25,5.35,5.35,5.25,5.25,4.95,5.25,5.25,5.25,5.25,5.75,5.75,6.25,5.95,5.25,5.45,5.25,5.45,5.25,5.25,5.25,5.25,5.25,5.75,5.25,5.15,5.25,5.25,5.25,4.95
000126199,Venti Caramel Macchiato,Venti,Menu,Espresso Premium Hot Venti,5.65,5.45,5.25,5.45,5.45,5.45,5.45,5.65,5.65,5.45,5.45,5.25,5.55,5.45,5.45,5.45,5.95,5.95,6.45,6.25,5.45,5.95,5.45,5.95,5.75,5.95,5.95,5.45,5.65,5.95,5.45,5.45,5.55,5.45,5.75,5.45
000128640,Short Hot Chocolate,Short,Menu,Hot Alt Base Short,3.85,3.85,2.85,3.85,3.15,3.35,3.65,3.85,3.85,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.85,3.85,3.85,3.85,3.15,3.85,3.65,3.85,3.65,3.65,3.85,3.15,3.85,3.85,3.15,3.85,3.35,3.35,3.35,3.15
000128641,Tall Hot Chocolate,Tall,Menu,Hot Alt Base Tall,3.95,3.95,2.95,3.95,3.25,3.45,3.75,3.95,3.95,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.95,3.95,3.95,3.95,3.25,3.95,3.75,3.95,3.75,3.75,3.95,3.25,3.95,3.95,3.25,3.95,3.45,3.45,3.45,3.25
000128642,Grande Hot Chocolate,Grande,Menu,Hot Alt Base Grande,4.25,4.25,3.45,4.25,3.75,3.95,3.95,4.25,4.25,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.25,4.25,4.25,4.25,3.75,4.25,4.25,4.25,4.25,4.25,4.25,3.75,4.25,4.25,3.75,4.25,3.95,3.95,3.95,3.75
000128643,Venti Hot Chocolate,Venti,Menu,Hot Alt Base Venti,4.45,4.45,3.65,4.45,3.95,4.25,4.25,4.45,4.45,3.95,3.95,3.95,3.95,3.95,3.95,3.95,4.45,4.75,4.75,4.75,3.95,4.65,4.45,4.45,4.45,4.45,4.45,3.95,4.45,4.75,3.95,4.45,4.25,4.25,4.25,3.95
